§	ID	Type	Rarity	Name	Description
	KillerAddon_K10TheNightmare_C_JumpRope	Killer Addon	Rare	Jump Rope	
	KillerAddon_K10TheNightmare_C_NancysMasterpiece	Killer Addon	Rare	Nancy's Masterpiece	
	KillerAddon_K10TheNightmare_C_PaintThinner	Killer Addon	Rare	Paint Thinner	
	KillerAddon_K10TheNightmare_C_UnicornBlock	Killer Addon	Rare	Unicorn Block	
	KillerAddon_K10TheNightmare_D_ZBlock	Killer Addon	Very Rare	"Z" Block	
	KillerAddon_K10TheNightmare_D_ClassPhoto	Killer Addon	Very Rare	Class Photo	
	KillerAddon_K10TheNightmare_D_PillBottle	Killer Addon	Very Rare	Pill Bottle	
	KillerAddon_K10TheNightmare_D_SwingChains	Killer Addon	Very Rare	Swing Chains	
	KillerAddon_K10TheNightmare_E_BlackBox	Killer Addon	Ultra Rare	Black Box	
	KillerAddon_K10TheNightmare_E_RedPaintBrush	Killer Addon	Ultra Rare	Red Paint Brush	
	# K11 The Pig				
	KillerAddon_K11ThePig_A_CombatStraps	Killer Addon	Common	Combat Straps	
	KillerAddon_K11ThePig_A_InterlockingRazor	Killer Addon	Common	Interlocking Razor	
	KillerAddon_K11ThePig_A_JohnsMedicalFile	Killer Addon	Common	John's Medical File	
	KillerAddon_K11ThePig_A_ShatteredSyringe	Killer Addon	Common	Shattered Syringe	
	KillerAddon_K11ThePig_B_FaceMask	Killer Addon	Uncommon	Face Mask	
	KillerAddon_K11ThePig_B_LastWill	Killer Addon	Uncommon	Last Will	
	KillerAddon_K11ThePig_B_RazorWires	Killer Addon	Uncommon	Razor Wires	
	KillerAddon_K11ThePig_B_UtilityBlades	Killer Addon	Uncommon	Utility Blades	
	KillerAddon_K11ThePig_B_WorkshopGrease	Killer Addon	Uncommon	Workshop Grease	
	KillerAddon_K11ThePig_C_BagofGears	Killer Addon	Rare	Bag of Gears	
	KillerAddon_K11ThePig_C_JigsawsAnnotatedPlan	Killer Addon	Rare	Jigsaw's Annotated Plan	
	KillerAddon_K11ThePig_C_RulesSetNo2	Killer Addon	Rare	Rules Set No.2	
	KillerAddon_K11ThePig_C_RustyAttachments	Killer Addon	Rare	Rusty Attachments	
	KillerAddon_K11ThePig_C_Slow-ReleaseToxin	Killer Addon	Rare	Slow-Release Toxin	
	KillerAddon_K11ThePig_D_AmandasSecret	Killer Addon	Very Rare	Amanda's Secret	
	KillerAddon_K11ThePig_D_CrateofGears	Killer Addon	Very Rare	Crate of Gears	
	KillerAddon_K11ThePig_D_JigsawsSketch	Killer Addon	Very Rare	Jigsaw's Sketch	
	KillerAddon_K11ThePig_D_TamperedTimer	Killer Addon	Very Rare	Tampered Timer	
	KillerAddon_K11ThePig_E_AmandasLetter	Killer Addon	Ultra Rare	Amanda's Letter	
	KillerAddon_K11ThePig_E_VideoTape	Killer Addon	Ultra Rare	Video Tape	
	# K12 The Clown				
	KillerAddon_K12TheClown_A_FingerlessParadeGloves	Killer Addon	Common	Fingerless Parade Gloves	
	KillerAddon_K12TheClown_A_PartyBottle	Killer Addon	Common	Party Bottle	
	KillerAddon_K12TheClown_A_RobinFeather	Killer Addon	Common	Robin Feather	
	KillerAddon_K12TheClown_A_VHSPorn	Killer Addon	Common	VHS Porn	
	KillerAddon_K12TheClown_B_KeroseneCan	Killer Addon	Uncommon	Kerosene Can	
	KillerAddon_K12TheClown_B_SolventJug	Killer Addon	Uncommon	Solvent Jug	
	KillerAddon_K12TheClown_B_StarlingFeather	Killer Addon	Uncommon	Starling Feather	
	KillerAddon_K12TheClown_B_StickySodaBottle	Killer Addon	Uncommon	Sticky Soda Bottle	
	KillerAddon_K12TheClown_B_ThickCorkStopper	Killer Addon	Uncommon	Thick Cork Stopper	
	KillerAddon_K12TheClown_C_BottleofChloroform	Killer Addon	Rare	Bottle of Chloroform	
	KillerAddon_K12TheClown_C_FlaskofBleach	Killer Addon	Rare	Flask of Bleach	
	KillerAddon_K12TheClown_C_SmellyInnerSoles	Killer Addon	Rare	Smelly Inner Soles	
	KillerAddon_K12TheClown_C_SpiritofHartshorn	Killer Addon	Rare	Spirit of Hartshorn	
	KillerAddon_K12TheClown_C_SulphuricAcidVial	Killer Addon	Rare	Sulphuric Acid Vial	
	KillerAddon_K12TheClown_D_CheapGinBottle	Killer Addon	Very Rare	Cheap Gin Bottle	
	KillerAddon_K12TheClown_D_CigarBox	Killer Addon	Very Rare	Cigar Box	
	KillerAddon_K12TheClown_D_Ether15Vol	Killer Addon	Very Rare	Ether 15 Vol%	
	KillerAddon_K12TheClown_D_GarishMake-UpKit	Killer Addon	Very Rare	Garish Make-Up Kit	
	KillerAddon_K12TheClown_E_RedheadsPinkieFinger	Killer Addon	Ultra Rare	Redhead's Pinkie Finger	
	KillerAddon_K12TheClown_E_TattoosMiddleFinger	Killer Addon	Ultra Rare	Tattoo's Middle Finger	
	# K13 The Spirit				
	KillerAddon_K13TheSpirit_A_GiftedBambooComb	Killer Addon	Common	Gifted Bamboo Comb	
	KillerAddon_K13TheSpirit_A_OrigamiCrane	Killer Addon	Common	Origami Crane	
	KillerAddon_K13TheSpirit_A_ShiawaseAmulet	Killer Addon	Common	Shiawase Amulet	
	KillerAddon_K13TheSpirit_A_Zori	Killer Addon	Common	Zōri	
	KillerAddon_K13TheSpirit_B_JuniperBonsai	Killer Addon	Uncommon	Juniper Bonsai	
	KillerAddon_K13TheSpirit_B_KaiunTalisman	Killer Addon	Uncommon	Kaiun Talisman	
	KillerAddon_K13TheSpirit_B_MuddySportsDayCap	Killer Addon	Uncommon	Muddy Sports Day Cap	
	KillerAddon_K13TheSpirit_B_RinsBrokenWatch	Killer Addon	Uncommon	Rin's Broken Watch	
	KillerAddon_K13TheSpirit_B_WhiteHairRibbon	Killer Addon	Uncommon	White Hair Ribbon	
	KillerAddon_K13TheSpirit_C_KatanaTsuba	Killer Addon	Rare	Katana Tsuba	
	KillerAddon_K13TheSpirit_C_MothersGlasses	Killer Addon	Rare	Mother's Glasses	
	KillerAddon_K13TheSpirit_C_RustyFlute	Killer Addon	Rare	Rusty Flute	
	KillerAddon_K13TheSpirit_C_SenkoHanabi	Killer Addon	Rare	Senko Hanabi	
	KillerAddon_K13TheSpirit_C_Uchiwa	Killer Addon	Rare	Uchiwa	
	KillerAddon_K13TheSpirit_D_DriedCherryBlossom	Killer Addon	Very Rare	Dried Cherry Blossom	
	KillerAddon_K13TheSpirit_D_Furin	Killer Addon	Very Rare	Furin	
	KillerAddon_K13TheSpirit_D_WakizashiSaya	Killer Addon	Very Rare	Wakizashi Saya	
	KillerAddon_K13TheSpirit_D_YakuyokeAmulet	Killer Addon	Very Rare	Yakuyoke Amulet	
	KillerAddon_K13TheSpirit_E_KintsugiTeacup	Killer Addon	Ultra Rare	Kintsugi Teacup	
	KillerAddon_K13TheSpirit_E_Mother-DaughterRing	Killer Addon	Ultra Rare	Mother-Daughter Ring	
	# K14 The Legion				
	KillerAddon_K14TheLegion_A_FriendshipBracelet	Killer Addon	Common	Friendship Bracelet	
	KillerAddon_K14TheLegion_A_MischiefList	Killer Addon	Common	Mischief List	
	KillerAddon_K14TheLegion_A_ScratchedRuler	Killer Addon	Common	Scratched Ruler	
	KillerAddon_K14TheLegion_A_SmileyFacePin	Killer Addon	Common	Smiley Face Pin	
	KillerAddon_K14TheLegion_B_DefacedSmileyPin	Killer Addon	Uncommon	Defaced Smiley Pin	
	KillerAddon_K14TheLegion_B_EtchedRuler	Killer Addon	Uncommon	Etched Ruler	
	KillerAddon_K14TheLegion_B_JuliesMixTape	Killer Addon	Uncommon	Julie's Mix Tape	
	KillerAddon_K14TheLegion_B_MuralSketch	Killer Addon	Uncommon	Mural Sketch	
	KillerAddon_K14TheLegion_B_NeverSleepPills	Killer Addon	Uncommon	Never-Sleep Pills	
	KillerAddon_K14TheLegion_C_JoeysMixTape	Killer Addon	Rare	Joey's Mix Tape	
	KillerAddon_K14TheLegion_C_StolenSketchBook	Killer Addon	Rare	Stolen Sketch Book	
	KillerAddon_K14TheLegion_C_StylishSunglasses	Killer Addon	Rare	Stylish Sunglasses	
	KillerAddon_K14TheLegion_C_SusiesMixTape	Killer Addon	Rare	Susie's Mix Tape	
	KillerAddon_K14TheLegion_C_TheLegionPin	Killer Addon	Rare	The Legion Pin	
	KillerAddon_K14TheLegion_D_BFFs	Killer Addon	Very Rare	BFFs	
	KillerAddon_K14TheLegion_D_FilthyBlade	Killer Addon	Very Rare	Filthy Blade	
	KillerAddon_K14TheLegion_D_FranksMixTape	Killer Addon	Very Rare	Frank's Mix Tape	
	KillerAddon_K14TheLegion_D_StabWoundsStudy	Killer Addon	Very Rare	Stab Wounds Study	
	KillerAddon_K14TheLegion_E_FumingMixtape	Killer Addon	Ultra Rare	Fuming Mix tape	
	KillerAddon_K14TheLegion_E_IridescentButton	Killer Addon	Ultra Rare	Iridescent Button	
	# K15 The Plague				
	KillerAddon_K15ThePlague_A_HealingSalve	Killer Addon	Common	Healing Salve	
	KillerAddon_K15ThePlague_A_LimestoneSeal	Killer Addon	Common	Limestone Seal	
	KillerAddon_K15ThePlague_A_OlibanumIncense	Killer Addon	Common	Olibanum Incense	
	KillerAddon_K15ThePlague_A_PrayerTabletFragment	Killer Addon	Common	Prayer Tablet Fragment	
	KillerAddon_K15ThePlague_B_BlessedApple	Killer Addon	Uncommon	Blessed Apple	
	KillerAddon_K15ThePlague_B_EmeticPotion	Killer Addon	Uncommon	Emetic Potion	
	KillerAddon_K15ThePlague_B_HaematiteSeal	Killer Addon	Uncommon	Haematite Seal	
	KillerAddon_K15ThePlague_B_PotentTincture	Killer Addon	Uncommon	Potent Tincture	
	KillerAddon_K15ThePlague_B_ProphylacticAmulet	Killer Addon	Uncommon	Prophylactic Amulet	
	KillerAddon_K15ThePlague_C_AshenApple	Killer Addon	Rare	Ashen Apple	
	KillerAddon_K15ThePlague_C_ExorcismAmulet	Killer Addon	Rare	Exorcism Amulet	
	KillerAddon_K15ThePlague_C_IncensedOintment	Killer Addon	Rare	Incensed Ointment	
	KillerAddon_K15ThePlague_C_InfectedEmetic	Killer Addon	Rare	Infected Emetic	
	KillerAddon_K15ThePlague_C_RubbingOil	Killer Addon	Rare	Rubbing Oil	
	KillerAddon_K15ThePlague_D_DevoteesAmulet	Killer Addon	Very Rare	Devotee's Amulet	
	KillerAddon_K15ThePlague_D_SeveredToe	Killer Addon	Very Rare	Severed Toe	
	KillerAddon_K15ThePlague_D_VileEmetic	Killer Addon	Very Rare	Vile Emetic	
	KillerAddon_K15ThePlague_D_WorshipTablet	Killer Addon	Very Rare	Worship Tablet	
	KillerAddon_K15ThePlague_E_BlackIncense	Killer Addon	Ultra Rare	Black Incense	
	KillerAddon_K15ThePlague_E_IridescentSeal	Killer Addon	Ultra Rare	Iridescent Seal	
	# K16 The Ghost Face				
	KillerAddon_K16TheGhostFace_A_Philly	Killer Addon	Common	"Philly"	
	KillerAddon_K16TheGhostFace_A_CheapCologne	Killer Addon	Common	Cheap Cologne	
	KillerAddon_K16TheGhostFace_A_HeadlineCut-Outs	Killer Addon	Common	Headline Cut-Outs	
	KillerAddon_K16TheGhostFace_A_WalleyesMatchbook	Killer Addon	Common	Walleye's Matchbook	
	KillerAddon_K16TheGhostFace_B_CinchStraps	Killer Addon	Uncommon	Cinch Straps	
	KillerAddon_K16TheGhostFace_B_MarkedMap	Killer Addon	Uncommon	Marked Map	
	KillerAddon_K16TheGhostFace_B_OlsensAddressBook	Killer Addon	Uncommon	Olsen's Address Book	
	KillerAddon_K16TheGhostFace_B_OlsensJournal	Killer Addon	Uncommon	Olsen's Journal	
	KillerAddon_K16TheGhostFace_B_TelephotoLens	Killer Addon	Uncommon	Telephoto Lens	
	KillerAddon_K16TheGhostFace_C_ChewedPen	Killer Addon	Rare	Chewed Pen	
	KillerAddon_K16TheGhostFace_C_KnifeBeltClip	Killer Addon	Rare	Knife Belt Clip	
	KillerAddon_K16TheGhostFace_C_LastingPerfume	Killer Addon	Rare	Lasting Perfume	
	KillerAddon_K16TheGhostFace_C_LeatherKnifeSheath	Killer Addon	Rare	Leather Knife Sheath	
	KillerAddon_K16TheGhostFace_C_OlsensWallet	Killer Addon	Rare	Olsen's Wallet	
	KillerAddon_K16TheGhostFace_D_DriversLicense	Killer Addon	Very Rare	Driver's License	
	KillerAddon_K16TheGhostFace_D_Drop-LegKnifeSheath	Killer Addon	Very Rare	Drop-Leg Knife Sheath	
	KillerAddon_K16TheGhostFace_D_NightVisionMonocular	Killer Addon	Very Rare	Night Vision Monocular	
	KillerAddon_K16TheGhostFace_D_VictimsDetailedRoutine	Killer Addon	Very Rare	Victim's Detailed Routine	
	KillerAddon_K16TheGhostFace_E_CaughtonTape	Killer Addon	Ultra Rare	"Ghost Face Caught on Tape"	
	KillerAddon_K16TheGhostFace_E_OutdoorSecurityCamera	Killer Addon	Ultra Rare	Outdoor Security Camera	
	# K17 The Demogorgon				
	KillerAddon_K17TheDemogorgon_A_BlackHeart	Killer Addon	Common	Black Heart	
	KillerAddon_K17TheDemogorgon_A_RatLiver	Killer Addon	Common	Rat Liver	
	KillerAddon_K17TheDemogorgon_A_RatTail	Killer Addon	Common	Rat Tail	
	KillerAddon_K17TheDemogorgon_A_RottenPumpkin	Killer Addon	Common	Rotten Pumpkin	
	KillerAddon_K17TheDemogorgon_B_BarbsGlasses	Killer Addon	Uncommon	Barb's Glasses	
	KillerAddon_K17TheDemogorgon_B_MewsGuts	Killer Addon	Uncommon	Mew's Guts	
	KillerAddon_K17TheDemogorgon_B_RottenGreenTripe	Killer Addon	Uncommon	Rotten Green Tripe	
	KillerAddon_K17TheDemogorgon_B_StickyLining	Killer Addon	Uncommon	Sticky Lining	
	KillerAddon_K17TheDemogorgon_B_ViscousWebbing	Killer Addon	Uncommon	Viscous Webbing	
	KillerAddon_K17TheDemogorgon_C_BrassCaseLighter	Killer Addon	Rare	Brass Case Lighter	
	KillerAddon_K17TheDemogorgon_C_DeerLung	Killer Addon	Rare	Deer Lung	
	KillerAddon_K17TheDemogorgon_C_ElevensSoda	Killer Addon	Rare	Eleven's Soda	
	KillerAddon_K17TheDemogorgon_C_ThornyVines	Killer Addon	Rare	Thorny Vines	
	KillerAddon_K17TheDemogorgon_C_VioletWaxcap	Killer Addon	Rare	Violet Waxcap	
	KillerAddon_K17TheDemogorgon_D_LifeguardWhistle	Killer Addon	Very Rare	Lifeguard Whistle	
	KillerAddon_K17TheDemogorgon_D_UnknownEgg	Killer Addon	Very Rare	Unknown Egg	
	KillerAddon_K17TheDemogorgon_D_UpsideDownResin	Killer Addon	Very Rare	Upside Down Resin	
	KillerAddon_K17TheDemogorgon_D_VermilionWebcap	Killer Addon	Very Rare	Vermilion Webcap	
	KillerAddon_K17TheDemogorgon_E_LeproseLichen	Killer Addon	Ultra Rare	Leprose Lichen	
	KillerAddon_K17TheDemogorgon_E_RedMoss	Killer Addon	Ultra Rare	Red Moss	
	# K18 The Oni				
	KillerAddon_K18TheOni_A_BlackenedToenail	Killer Addon	Common	Blackened Toenail	
	KillerAddon_K18TheOni_A_CrackedSakazuki	Killer Addon	Common	Cracked Sakazuki	
	KillerAddon_K18TheOni_A_PaperLantern	Killer Addon	Common	Paper Lantern	
	KillerAddon_K18TheOni_A_RottingRope	Killer Addon	Common	Rotting Rope	
	KillerAddon_K18TheOni_B_BloodySash	Killer Addon	Uncommon	Bloody Sash	
	KillerAddon_K18TheOni_B_ChildsWoodenSword	Killer Addon	Uncommon	Child's Wooden Sword	
	KillerAddon_K18TheOni_B_ChippedSaihai	Killer Addon	Uncommon	Chipped Saihai	
	KillerAddon_K18TheOni_B_InkLion	Killer Addon	Uncommon	Ink Lion	
	KillerAddon_K18TheOni_B_PolishedMaedate	Killer Addon	Uncommon	Polished Maedate	
	KillerAddon_K18TheOni_C_Kanai-AnzenTalisman	Killer Addon	Rare	Kanai-Anzen Talisman	
	KillerAddon_K18TheOni_C_ScalpedTopknot	Killer Addon	Rare	Scalped Topknot	
	KillerAddon_K18TheOni_C_ShatteredWakizashi	Killer Addon	Rare	Shattered Wakizashi	
	KillerAddon_K18TheOni_C_WoodenOniMask	Killer Addon	Rare	Wooden Oni Mask	
	KillerAddon_K18TheOni_C_YamaokaSashimono	Killer Addon	Rare	Yamaoka Sashimono	
	KillerAddon_K18TheOni_D_AkitosCrutch	Killer Addon	Very Rare	Akito's Crutch	
	KillerAddon_K18TheOni_D_LionFang	Killer Addon	Very Rare	Lion Fang	
	KillerAddon_K18TheOni_D_SplinteredHull	Killer Addon	Very Rare	Splintered Hull	
	KillerAddon_K18TheOni_D_TearSoakedTenugui	Killer Addon	Very Rare	Tear-Soaked Tenugui	
	KillerAddon_K18TheOni_E_IridescentFamilyCrest	Killer Addon	Ultra Rare	Iridescent Family Crest	
	KillerAddon_K18TheOni_E_RenjirosBloodyGlove	Killer Addon	Ultra Rare	Renjiro's Bloody Glove	
	# K19 The Deathslinger				
	KillerAddon_K19TheDeathslinger_A_ModifiedAmmoBelt	Killer Addon	Common	Modified Ammo Belt	
	KillerAddon_K19TheDeathslinger_A_RicketyChain	Killer Addon	Common	Rickety Chain	
	KillerAddon_K19TheDeathslinger_A_SnakeOil	Killer Addon	Common	Snake Oil	
	KillerAddon_K19TheDeathslinger_A_SpitPolishRag	Killer Addon	Common	Spit Polish Rag	
	KillerAddon_K19TheDeathslinger_B_ChewingTobacco	Killer Addon	Uncommon	Chewing Tobacco	
	KillerAddon_K19TheDeathslinger_B_JawSmasher	Killer Addon	Uncommon	Jaw Smasher	
	KillerAddon_K19TheDeathslinger_B_MarshalsBadge	Killer Addon	Uncommon	Marshal's Badge	
	KillerAddon_K19TheDeathslinger_B_PoisonOakLeaves	Killer Addon	Uncommon	Poison Oak Leaves	
	KillerAddon_K19TheDeathslinger_B_RustedSpike	Killer Addon	Uncommon	Rusted Spike	
	KillerAddon_K19TheDeathslinger_C_BayshoresGoldTooth	Killer Addon	Rare	Bayshore's Gold Tooth	
	KillerAddon_K19TheDeathslinger_C_HoneyLocustThorn	Killer Addon	Rare	Honey Locust Thorn	
	KillerAddon_K19TheDeathslinger_C_TinOilcan	Killer Addon	Rare	Tin Oil can	
	KillerAddon_K19TheDeathslinger_C_WantedPoster	Killer Addon	Rare	Wanted Poster	
	KillerAddon_K19TheDeathslinger_C_WardensKeys	Killer Addon	Rare	Warden's Keys	
	KillerAddon_K19TheDeathslinger_D_BarbedWire	Killer Addon	Very Rare	Barbed Wire	
	KillerAddon_K19TheDeathslinger_D_BayshoresCigar	Killer Addon	Very Rare	Bayshore's Cigar	
	KillerAddon_K19TheDeathslinger_D_GoldCreekWhiskey	Killer Addon	Very Rare	Gold Creek Whiskey	
	KillerAddon_K19TheDeathslinger_D_PrisonChain	Killer Addon	Very Rare	Prison Chain	
	KillerAddon_K19TheDeathslinger_E_HellshireIron	Killer Addon	Ultra Rare	Hellshire Iron	
	KillerAddon_K19TheDeathslinger_E_IridescentCoin	Killer Addon	Ultra Rare	Iridescent Coin	
	# K20 The Executioner				
	KillerAddon_K20TheExecutioner_A_BlackStrap	Killer Addon	Common	Black Strap	
	KillerAddon_K20TheExecutioner_A_CopperRing	Killer Addon	Common	Copper Ring	
	KillerAddon_K20TheExecutioner_A_DeadButterfly	Killer Addon	Common	Dead Butterfly	
	KillerAddon_K20TheExecutioner_A_LeadRing	Killer Addon	Common	Lead Ring	
	KillerAddon_K20TheExecutioner_B_CinderellaMusicBox	Killer Addon	Uncommon	Cinderella Music Box	
	KillerAddon_K20TheExecutioner_B_ForgottenVideotape	Killer Addon	Uncommon	Forgotten Videotape	
	KillerAddon_K20TheExecutioner_B_LeopardPrintFabric	Killer Addon	Uncommon	Leopard-Print Fabric	
	KillerAddon_K20TheExecutioner_B_Spearhead	Killer Addon	Uncommon	Spearhead	
	KillerAddon_K20TheExecutioner_B_WaxDoll	Killer Addon	Uncommon	Wax Doll	
	KillerAddon_K20TheExecutioner_C_BurningManPainting	Killer Addon	Rare	Burning Man Painting	
	KillerAddon_K20TheExecutioner_C_MannequinFoot	Killer Addon	Rare	Mannequin Foot	
	KillerAddon_K20TheExecutioner_C_MistyDay	Killer Addon	Rare	Misty Day, Remains of Judgement	
	KillerAddon_K20TheExecutioner_C_TabletoftheOppressor	Killer Addon	Rare	Tablet of the Oppressor	
	KillerAddon_K20TheExecutioner_C_ValtielSectPhotograph	Killer Addon	Rare	Valtiel Sect Photograph	
	KillerAddon_K20TheExecutioner_D_CrimsonCeremonyBook	Killer Addon	Very Rare	Crimson Ceremony Book	
	KillerAddon_K20TheExecutioner_D_LostMemoriesBook	Killer Addon	Very Rare	Lost Memories Book	
	KillerAddon_K20TheExecutioner_D_RustColoredEgg	Killer Addon	Very Rare	Rust-Colored Egg	
	KillerAddon_K20TheExecutioner_D_ScarletEgg	Killer Addon	Very Rare	Scarlet Egg	
	KillerAddon_K20TheExecutioner_E_IridescentSealofMetatron	Killer Addon	Ultra Rare	Iridescent Seal of Metatron	
	KillerAddon_K20TheExecutioner_E_ObsidianGoblet	Killer Addon	Ultra Rare	Obsidian Goblet	
	# K21 The Blight				
	KillerAddon_K21TheBlight_A_ChippedMonocle	Killer Addon	Common	Chipped Monocle	
	KillerAddon_K21TheBlight_A_CompoundSeven	Killer Addon	Common	Compound Seven	
	KillerAddon_K21TheBlight_A_Foxglove	Killer Addon	Common	Foxglove	
	KillerAddon_K21TheBlight_A_PlaceboTablet	Killer Addon	Common	Placebo Tablet	
	KillerAddon_K21TheBlight_B_BlightedRat	Killer Addon	Uncommon	Blighted Rat	
	KillerAddon_K21TheBlight_B_CankerThorn	Killer Addon	Uncommon	Canker Thorn	
	KillerAddon_K21TheBlight_B_PlagueBile	Killer Addon	Uncommon	Plague Bile	
	KillerAddon_K21TheBlight_B_PustulaDust	Killer Addon	Uncommon	Pustula Dust	
	KillerAddon_K21TheBlight_B_ShreddedNotes	Killer Addon	Uncommon	Shredded Notes	
	KillerAddon_K21TheBlight_C_AdrenalineVial	Killer Addon	Rare	Adrenaline Vial	
	KillerAddon_K21TheBlight_C_BlightedCrow	Killer Addon	Rare	Blighted Crow	
	KillerAddon_K21TheBlight_C_CompoundTwentyOne	Killer Addon	Rare	Compound Twenty-One	
	KillerAddon_K21TheBlight_C_RoseTonic	Killer Addon	Rare	Rose Tonic	
	KillerAddon_K21TheBlight_C_UmbraSalts	Killer Addon	Rare	Umbra Salts	
	KillerAddon_K21TheBlight_D_AlchemistsRing	Killer Addon	Very Rare	Alchemist's Ring	
	KillerAddon_K21TheBlight_D_SoulChemical	Killer Addon	Very Rare	Soul Chemical	
	KillerAddon_K21TheBlight_D_SummoningStone	Killer Addon	Very Rare	Summoning Stone	
	KillerAddon_K21TheBlight_D_VigosJournal	Killer Addon	Very Rare	Vigo's Journal	
	KillerAddon_K21TheBlight_E_CompoundThirtyThree	Killer Addon	Ultra Rare	Compound Thirty-Three	
	KillerAddon_K21TheBlight_E_IridescentBlightTag	Killer Addon	Ultra Rare	Iridescent Blight Tag	
	# K22 The Twins				
	KillerAddon_K22TheTwins_A_CatFigurine	Killer Addon	Common	Cat Figurine	
	KillerAddon_K22TheTwins_A_SouredMilk	Killer Addon	Common	Soured Milk	
	KillerAddon_K22TheTwins_A_TinyFingernail	Killer Addon	Common	Tiny Fingernail	
	KillerAddon_K22TheTwins_A_ToySword	Killer Addon	Common	Toy Sword	
	KillerAddon_K22TheTwins_B_BabyTeeth	Killer Addon	Uncommon	Baby Teeth	
	KillerAddon_K22TheTwins_B_BloodyBlackHood	Killer Addon	Uncommon	Bloody Black Hood	
	KillerAddon_K22TheTwins_B_CatsEye	Killer Addon	Uncommon	Cat's Eye	
	KillerAddon_K22TheTwins_B_CeremonialCandelabrum	Killer Addon	Uncommon	Ceremonial Candelabrum	
	KillerAddon_K22TheTwins_B_MadeleinesGlove	Killer Addon	Uncommon	Madeleine's Glove	
	KillerAddon_K22TheTwins_C_MadeleinesScarf	Killer Addon	Rare	Madeleine's Scarf	
	KillerAddon_K22TheTwins_C_RustedNeedle	Killer Addon	Rare	Rusted Needle	
	KillerAddon_K22TheTwins_C_SewerSludge	Killer Addon	Rare	Sewer Sludge	
	KillerAddon_K22TheTwins_C_StaleBiscuit	Killer Addon	Rare	Stale Biscuit	
	KillerAddon_K22TheTwins_C_WeightyRattle	Killer Addon	Rare	Weighty Rattle	
	KillerAddon_K22TheTwins_D_DropofPerfume	Killer Addon	Very Rare	Drop of Perfume	
	KillerAddon_K22TheTwins_D_ForestStew	Killer Addon	Very Rare	Forest Stew	
	KillerAddon_K22TheTwins_D_SpinningTop	Killer Addon	Very Rare	Spinning Top	
	KillerAddon_K22TheTwins_D_VictorsSoldier	Killer Addon	Very Rare	Victor's Soldier	
	KillerAddon_K22TheTwins_E_IridescentPendant	Killer Addon	Ultra Rare	Iridescent Pendant	
	KillerAddon_K22TheTwins_E_SilencingCloth	Killer Addon	Ultra Rare	Silencing Cloth	
	# K23 The Trickster				
	KillerAddon_K23TheTrickster_A_InfernoWires	Killer Addon	Common	Inferno Wires	
	KillerAddon_K23TheTrickster_A_KillingPartChords	Killer Addon	Common	Killing Part Chords	
	KillerAddon_K23TheTrickster_A_MementoBlades	Killer Addon	Common	Memento Blades	
	KillerAddon_K23TheTrickster_A_TrickPouch	Killer Addon	Common	Trick Pouch	
	KillerAddon_K23TheTrickster_B_CagedHeartShoes	Killer Addon	Uncommon	Caged Heart Shoes	
	KillerAddon_K23TheTrickster_B_Ji-WoonsAutograph	Killer Addon	Uncommon	Ji-Woon's Autograph	
	KillerAddon_K23TheTrickster_B_LuckyBlade	Killer Addon	Uncommon	Lucky Blade	
	KillerAddon_K23TheTrickster_B_OnTargetSingle	Killer Addon	Uncommon	On Target Single	
	KillerAddon_K23TheTrickster_B_TequilaMoonrock	Killer Addon	Uncommon	Tequila Moonrock	
	KillerAddon_K23TheTrickster_C_BloodyBoa	Killer Addon	Rare	Bloody Boa	
	KillerAddon_K23TheTrickster_C_Fizz-SpinSoda	Killer Addon	Rare	Fizz-Spin Soda	
	KillerAddon_K23TheTrickster_C_MelodiousMurder	Killer Addon	Rare	Melodious Murder	
	KillerAddon_K23TheTrickster_C_RipperBrace	Killer Addon	Rare	Ripper Brace	
	KillerAddon_K23TheTrickster_C_WaitingForYouWatch	Killer Addon	Rare	Waiting For You Watch	
	KillerAddon_K23TheTrickster_D_CutThruUSingle	Killer Addon	Very Rare	Cut Thru U Single	
	KillerAddon_K23TheTrickster_D_DiamondCufflinks	Killer Addon	Very Rare	Diamond Cufflinks	
	KillerAddon_K23TheTrickster_D_EdgeofRevivalAlbum	Killer Addon	Very Rare	Edge of Revival Album	
	KillerAddon_K23TheTrickster_D_TrickBlades	Killer Addon	Very Rare	Trick Blades	
	KillerAddon_K23TheTrickster_E_DeathThroesCompilation	Killer Addon	Ultra Rare	Death Throes Compilation	
	KillerAddon_K23TheTrickster_E_IridescentPhotocard	Killer Addon	Ultra Rare	Iridescent Photocard	
	# K24 The Nemesis				
	KillerAddon_K24TheNemesis_A_BriansIntestine	Killer Addon	Common	Brian's Intestine	
	KillerAddon_K24TheNemesis_A_DamagedSyringe	Killer Addon	Common	Damaged Syringe	
	KillerAddon_K24TheNemesis_A_STARSFieldCombatManual	Killer Addon	Common	S.T.A.R.S. Field Combat Manual	
	KillerAddon_K24TheNemesis_A_VisitorWristband	Killer Addon	Common	Visitor Wristband	
	KillerAddon_K24TheNemesis_B_AdminWristband	Killer Addon	Uncommon	Admin Wristband	
	KillerAddon_K24TheNemesis_B_AdrenalineInjector	Killer Addon	Uncommon	Adrenaline Injector	
	KillerAddon_K24TheNemesis_B_MarvinsBlood	Killer Addon	Uncommon	Marvin's Blood	
