§	ID	Type	Rarity	Name	Description
	KillerAddon_K11ThePig_Addon_10	Killer Addon	Rare	Bag of Gears	
	KillerAddon_K11ThePig_Addon_11	Killer Addon	Rare	Jigsaw's Annotated Plan	
	KillerAddon_K11ThePig_Addon_12	Killer Addon	Rare	Rules Set No.2	
	KillerAddon_K11ThePig_Addon_13	Killer Addon	Rare	Rusty Attachments	
	KillerAddon_K11ThePig_Addon_14	Killer Addon	Rare	Slow-Release Toxin	
	KillerAddon_K11ThePig_Addon_15	Killer Addon	Very Rare	Amanda's Secret	
	KillerAddon_K11ThePig_Addon_16	Killer Addon	Very Rare	Crate of Gears	
	KillerAddon_K11ThePig_Addon_17	Killer Addon	Very Rare	Jigsaw's Sketch	
	KillerAddon_K11ThePig_Addon_18	Killer Addon	Very Rare	Tampered Timer	
	KillerAddon_K11ThePig_Addon_19	Killer Addon	Ultra Rare	Amanda's Letter	
	KillerAddon_K11ThePig_Addon_20	Killer Addon	Ultra Rare	Video Tape	
	# K12 The Clown				
	KillerAddon_K12TheClown_Addon_01	Killer Addon	Common	Fingerless Parade Gloves	
	KillerAddon_K12TheClown_Addon_02	Killer Addon	Common	Party Bottle	
	KillerAddon_K12TheClown_Addon_03	Killer Addon	Common	Robin Feather	
	KillerAddon_K12TheClown_Addon_04	Killer Addon	Common	VHS Porn	
	KillerAddon_K12TheClown_Addon_05	Killer Addon	Uncommon	Kerosene Can	
	KillerAddon_K12TheClown_Addon_06	Killer Addon	Uncommon	Solvent Jug	
	KillerAddon_K12TheClown_Addon_07	Killer Addon	Uncommon	Starling Feather	
	KillerAddon_K12TheClown_Addon_08	Killer Addon	Uncommon	Sticky Soda Bottle	
	KillerAddon_K12TheClown_Addon_09	Killer Addon	Uncommon	Thick Cork Stopper	
	KillerAddon_K12TheClown_Addon_10	Killer Addon	Rare	Bottle of Chloroform	
	KillerAddon_K12TheClown_Addon_11	Killer Addon	Rare	Flask of Bleach	
	KillerAddon_K12TheClown_Addon_12	Killer Addon	Rare	Smelly Inner Soles	
	KillerAddon_K12TheClown_Addon_13	Killer Addon	Rare	Spirit of Hartshorn	
	KillerAddon_K12TheClown_Addon_14	Killer Addon	Rare	Sulphuric Acid Vial	
	KillerAddon_K12TheClown_Addon_15	Killer Addon	Very Rare	Cheap Gin Bottle	
	KillerAddon_K12TheClown_Addon_16	Killer Addon	Very Rare	Cigar Box	
	KillerAddon_K12TheClown_Addon_17	Killer Addon	Very Rare	Ether 15 Vol%	
	KillerAddon_K12TheClown_Addon_18	Killer Addon	Very Rare	Garish Make-Up Kit	
	KillerAddon_K12TheClown_Addon_19	Killer Addon	Ultra Rare	Redhead's Pinkie Finger	
	KillerAddon_K12TheClown_Addon_20	Killer Addon	Ultra Rare	Tattoo's Middle Finger	
	# K13 The Spirit				
	KillerAddon_K13TheSpirit_Addon_01	Killer Addon	Common	Gifted Bamboo Comb	
	KillerAddon_K13TheSpirit_Addon_02	Killer Addon	Common	Origami Crane	
	KillerAddon_K13TheSpirit_Addon_03	Killer Addon	Common	Shiawase Amulet	
	KillerAddon_K13TheSpirit_Addon_04	Killer Addon	Common	Zōri	
	KillerAddon_K13TheSpirit_Addon_05	Killer Addon	Uncommon	Juniper Bonsai	
	KillerAddon_K13TheSpirit_Addon_06	Killer Addon	Uncommon	Kaiun Talisman	
	KillerAddon_K13TheSpirit_Addon_07	Killer Addon	Uncommon	Muddy Sports Day Cap	
	KillerAddon_K13TheSpirit_Addon_08	Killer Addon	Uncommon	Rin's Broken Watch	
	KillerAddon_K13TheSpirit_Addon_09	Killer Addon	Uncommon	White Hair Ribbon	
	KillerAddon_K13TheSpirit_Addon_10	Killer Addon	Rare	Katana Tsuba	
	KillerAddon_K13TheSpirit_Addon_11	Killer Addon	Rare	Mother's Glasses	
	KillerAddon_K13TheSpirit_Addon_12	Killer Addon	Rare	Rusty Flute	
	KillerAddon_K13TheSpirit_Addon_13	Killer Addon	Rare	Senko Hanabi	
	KillerAddon_K13TheSpirit_Addon_14	Killer Addon	Rare	Uchiwa	
	KillerAddon_K13TheSpirit_Addon_15	Killer Addon	Very Rare	Dried Cherry Blossom	
	KillerAddon_K13TheSpirit_Addon_16	Killer Addon	Very Rare	Furin	
	KillerAddon_K13TheSpirit_Addon_17	Killer Addon	Very Rare	Wakizashi Saya	
	KillerAddon_K13TheSpirit_Addon_18	Killer Addon	Very Rare	Yakuyoke Amulet	
	KillerAddon_K13TheSpirit_Addon_19	Killer Addon	Ultra Rare	Kintsugi Teacup	
	KillerAddon_K13TheSpirit_Addon_20	Killer Addon	Ultra Rare	Mother-Daughter Ring	
	# K14 The Legion				
	KillerAddon_K14TheLegion_Addon_01	Killer Addon	Common	Friendship Bracelet	
	KillerAddon_K14TheLegion_Addon_02	Killer Addon	Common	Mischief List	
	KillerAddon_K14TheLegion_Addon_03	Killer Addon	Common	Scratched Ruler	
	KillerAddon_K14TheLegion_Addon_04	Killer Addon	Common	Smiley Face Pin	
	KillerAddon_K14TheLegion_Addon_05	Killer Addon	Uncommon	Defaced Smiley Pin	
	KillerAddon_K14TheLegion_Addon_06	Killer Addon	Uncommon	Etched Ruler	
	KillerAddon_K14TheLegion_Addon_07	Killer Addon	Uncommon	Julie's Mix Tape	
	KillerAddon_K14TheLegion_Addon_08	Killer Addon	Uncommon	Mural Sketch	
	KillerAddon_K14TheLegion_Addon_09	Killer Addon	Uncommon	Never-Sleep Pills	
	KillerAddon_K14TheLegion_Addon_10	Killer Addon	Rare	Joey's Mix Tape	
	KillerAddon_K14TheLegion_Addon_11	Killer Addon	Rare	Stolen Sketch Book	
	KillerAddon_K14TheLegion_Addon_12	Killer Addon	Rare	Stylish Sunglasses	
	KillerAddon_K14TheLegion_Addon_13	Killer Addon	Rare	Susie's Mix Tape	
	KillerAddon_K14TheLegion_Addon_14	Killer Addon	Rare	The Legion Pin	
	KillerAddon_K14TheLegion_Addon_15	Killer Addon	Very Rare	BFFs	
	KillerAddon_K14TheLegion_Addon_16	Killer Addon	Very Rare	Filthy Blade	
	KillerAddon_K14TheLegion_Addon_17	Killer Addon	Very Rare	Frank's Mix Tape	
	KillerAddon_K14TheLegion_Addon_18	Killer Addon	Very Rare	Stab Wounds Study	
	KillerAddon_K14TheLegion_Addon_19	Killer Addon	Ultra Rare	Fuming Mix tape	
	KillerAddon_K14TheLegion_Addon_20	Killer Addon	Ultra Rare	Iridescent Button	
	# K15 The Plague				
	KillerAddon_K15ThePlague_Addon_01	Killer Addon	Common	Healing Salve	
	KillerAddon_K15ThePlague_Addon_02	Killer Addon	Common	Limestone Seal	
	KillerAddon_K15ThePlague_Addon_03	Killer Addon	Common	Olibanum Incense	
	KillerAddon_K15ThePlague_Addon_04	Killer Addon	Common	Prayer Tablet Fragment	
	KillerAddon_K15ThePlague_Addon_05	Killer Addon	Uncommon	Blessed Apple	
	KillerAddon_K15ThePlague_Addon_06	Killer Addon	Uncommon	Emetic Potion	
	KillerAddon_K15ThePlague_Addon_07	Killer Addon	Uncommon	Haematite Seal	
	KillerAddon_K15ThePlague_Addon_08	Killer Addon	Uncommon	Potent Tincture	
	KillerAddon_K15ThePlague_Addon_09	Killer Addon	Uncommon	Prophylactic Amulet	
	KillerAddon_K15ThePlague_Addon_10	Killer Addon	Rare	Ashen Apple	
	KillerAddon_K15ThePlague_Addon_11	Killer Addon	Rare	Exorcism Amulet	
	KillerAddon_K15ThePlague_Addon_12	Killer Addon	Rare	Incensed Ointment	
	KillerAddon_K15ThePlague_Addon_13	Killer Addon	Rare	Infected Emetic	
	KillerAddon_K15ThePlague_Addon_14	Killer Addon	Rare	Rubbing Oil	
	KillerAddon_K15ThePlague_Addon_15	Killer Addon	Very Rare	Devotee's Amulet	
	KillerAddon_K15ThePlague_Addon_16	Killer Addon	Very Rare	Severed Toe	
	KillerAddon_K15ThePlague_Addon_17	Killer Addon	Very Rare	Vile Emetic	
	KillerAddon_K15ThePlague_Addon_18	Killer Addon	Very Rare	Worship Tablet	
	KillerAddon_K15ThePlague_Addon_19	Killer Addon	Ultra Rare	Black Incense	
	KillerAddon_K15ThePlague_Addon_20	Killer Addon	Ultra Rare	Iridescent Seal	
	# K16 The Ghost Face				
	KillerAddon_K16TheGhostFace_Addon_01	Killer Addon	Common	"Philly"	
	KillerAddon_K16TheGhostFace_Addon_02	Killer Addon	Common	Cheap Cologne	
	KillerAddon_K16TheGhostFace_Addon_03	Killer Addon	Common	Headline Cut-Outs	
	KillerAddon_K16TheGhostFace_Addon_04	Killer Addon	Common	Walleye's Matchbook	
	KillerAddon_K16TheGhostFace_Addon_05	Killer Addon	Uncommon	Cinch Straps	
	KillerAddon_K16TheGhostFace_Addon_06	Killer Addon	Uncommon	Marked Map	
	KillerAddon_K16TheGhostFace_Addon_07	Killer Addon	Uncommon	Olsen's Address Book	
	KillerAddon_K16TheGhostFace_Addon_08	Killer Addon	Uncommon	Olsen's Journal	
	KillerAddon_K16TheGhostFace_Addon_09	Killer Addon	Uncommon	Telephoto Lens	
	KillerAddon_K16TheGhostFace_Addon_10	Killer Addon	Rare	Chewed Pen	
	KillerAddon_K16TheGhostFace_Addon_11	Killer Addon	Rare	Knife Belt Clip	
	KillerAddon_K16TheGhostFace_Addon_12	Killer Addon	Rare	Lasting Perfume	
	KillerAddon_K16TheGhostFace_Addon_13	Killer Addon	Rare	Leather Knife Sheath	
	KillerAddon_K16TheGhostFace_Addon_14	Killer Addon	Rare	Olsen's Wallet	
	KillerAddon_K16TheGhostFace_Addon_15	Killer Addon	Very Rare	Driver's License	
	KillerAddon_K16TheGhostFace_Addon_16	Killer Addon	Very Rare	Drop-Leg Knife Sheath	
	KillerAddon_K16TheGhostFace_Addon_17	Killer Addon	Very Rare	Night Vision Monocular	
	KillerAddon_K16TheGhostFace_Addon_18	Killer Addon	Very Rare	Victim's Detailed Routine	
	KillerAddon_K16TheGhostFace_Addon_19	Killer Addon	Ultra Rare	"Ghost Face Caught on Tape"	
	KillerAddon_K16TheGhostFace_Addon_20	Killer Addon	Ultra Rare	Outdoor Security Camera	
	# K17 The Demogorgon				
	KillerAddon_K17TheDemogorgon_Addon_01	Killer Addon	Common	Black Heart	
	KillerAddon_K17TheDemogorgon_Addon_02	Killer Addon	Common	Rat Liver	
	KillerAddon_K17TheDemogorgon_Addon_03	Killer Addon	Common	Rat Tail	
	KillerAddon_K17TheDemogorgon_Addon_04	Killer Addon	Common	Rotten Pumpkin	
	KillerAddon_K17TheDemogorgon_Addon_05	Killer Addon	Uncommon	Barb's Glasses	
	KillerAddon_K17TheDemogorgon_Addon_06	Killer Addon	Uncommon	Mew's Guts	
	KillerAddon_K17TheDemogorgon_Addon_07	Killer Addon	Uncommon	Rotten Green Tripe	
	KillerAddon_K17TheDemogorgon_Addon_08	Killer Addon	Uncommon	Sticky Lining	
	KillerAddon_K17TheDemogorgon_Addon_09	Killer Addon	Uncommon	Viscous Webbing	
	KillerAddon_K17TheDemogorgon_Addon_10	Killer Addon	Rare	Brass Case Lighter	
	KillerAddon_K17TheDemogorgon_Addon_11	Killer Addon	Rare	Deer Lung	
	KillerAddon_K17TheDemogorgon_Addon_12	Killer Addon	Rare	Eleven's Soda	
	KillerAddon_K17TheDemogorgon_Addon_13	Killer Addon	Rare	Thorny Vines	
	KillerAddon_K17TheDemogorgon_Addon_14	Killer Addon	Rare	Violet Waxcap	
	KillerAddon_K17TheDemogorgon_Addon_15	Killer Addon	Very Rare	Lifeguard Whistle	
	KillerAddon_K17TheDemogorgon_Addon_16	Killer Addon	Very Rare	Unknown Egg	
	KillerAddon_K17TheDemogorgon_Addon_17	Killer Addon	Very Rare	Upside Down Resin	
	KillerAddon_K17TheDemogorgon_Addon_18	Killer Addon	Very Rare	Vermilion Webcap	
	KillerAddon_K17TheDemogorgon_Addon_19	Killer Addon	Ultra Rare	Leprose Lichen	
	KillerAddon_K17TheDemogorgon_Addon_20	Killer Addon	Ultra Rare	Red Moss	
	# K18 The Oni				
	KillerAddon_K18TheOni_Addon_01	Killer Addon	Common	Blackened Toenail	
	KillerAddon_K18TheOni_Addon_02	Killer Addon	Common	Cracked Sakazuki	
	KillerAddon_K18TheOni_Addon_03	Killer Addon	Common	Paper Lantern	
	KillerAddon_K18TheOni_Addon_04	Killer Addon	Common	Rotting Rope	
	KillerAddon_K18TheOni_Addon_05	Killer Addon	Uncommon	Bloody Sash	
	KillerAddon_K18TheOni_Addon_06	Killer Addon	Uncommon	Child's Wooden Sword	
	KillerAddon_K18TheOni_Addon_07	Killer Addon	Uncommon	Chipped Saihai	
	KillerAddon_K18TheOni_Addon_08	Killer Addon	Uncommon	Ink Lion	
	KillerAddon_K18TheOni_Addon_09	Killer Addon	Uncommon	Polished Maedate	
	KillerAddon_K18TheOni_Addon_10	Killer Addon	Rare	Kanai-Anzen Talisman	
	KillerAddon_K18TheOni_Addon_11	Killer Addon	Rare	Scalped Topknot	
	KillerAddon_K18TheOni_Addon_12	Killer Addon	Rare	Shattered Wakizashi	
	KillerAddon_K18TheOni_Addon_13	Killer Addon	Rare	Wooden Oni Mask	
	KillerAddon_K18TheOni_Addon_14	Killer Addon	Rare	Yamaoka Sashimono	
	KillerAddon_K18TheOni_Addon_15	Killer Addon	Very Rare	Akito's Crutch	
	KillerAddon_K18TheOni_Addon_16	Killer Addon	Very Rare	Lion Fang	
	KillerAddon_K18TheOni_Addon_17	Killer Addon	Very Rare	Splintered Hull	
	KillerAddon_K18TheOni_Addon_18	Killer Addon	Very Rare	Tear-Soaked Tenugui	
	KillerAddon_K18TheOni_Addon_19	Killer Addon	Ultra Rare	Iridescent Family Crest	
	KillerAddon_K18TheOni_Addon_20	Killer Addon	Ultra Rare	Renjiro's Bloody Glove	
	# K19 The Deathslinger				
	KillerAddon_K19TheDeathslinger_Addon_01	Killer Addon	Common	Modified Ammo Belt	
	KillerAddon_K19TheDeathslinger_Addon_02	Killer Addon	Common	Rickety Chain	
	KillerAddon_K19TheDeathslinger_Addon_03	Killer Addon	Common	Snake Oil	
	KillerAddon_K19TheDeathslinger_Addon_04	Killer Addon	Common	Spit Polish Rag	
	KillerAddon_K19TheDeathslinger_Addon_05	Killer Addon	Uncommon	Chewing Tobacco	
	KillerAddon_K19TheDeathslinger_Addon_06	Killer Addon	Uncommon	Jaw Smasher	
	KillerAddon_K19TheDeathslinger_Addon_07	Killer Addon	Uncommon	Marshal's Badge	
	KillerAddon_K19TheDeathslinger_Addon_08	Killer Addon	Uncommon	Poison Oak Leaves	
	KillerAddon_K19TheDeathslinger_Addon_09	Killer Addon	Uncommon	Rusted Spike	
	KillerAddon_K19TheDeathslinger_Addon_10	Killer Addon	Rare	Bayshore's Gold Tooth	
	KillerAddon_K19TheDeathslinger_Addon_11	Killer Addon	Rare	Honey Locust Thorn	
	KillerAddon_K19TheDeathslinger_Addon_12	Killer Addon	Rare	Tin Oil can	
	KillerAddon_K19TheDeathslinger_Addon_13	Killer Addon	Rare	Wanted Poster	
	KillerAddon_K19TheDeathslinger_Addon_14	Killer Addon	Rare	Warden's Keys	
	KillerAddon_K19TheDeathslinger_Addon_15	Killer Addon	Very Rare	Barbed Wire	
	KillerAddon_K19TheDeathslinger_Addon_16	Killer Addon	Very Rare	Bayshore's Cigar	
	KillerAddon_K19TheDeathslinger_Addon_17	Killer Addon	Very Rare	Gold Creek Whiskey	
	KillerAddon_K19TheDeathslinger_Addon_18	Killer Addon	Very Rare	Prison Chain	
	KillerAddon_K19TheDeathslinger_Addon_19	Killer Addon	Ultra Rare	Hellshire Iron	
	KillerAddon_K19TheDeathslinger_Addon_20	Killer Addon	Ultra Rare	Iridescent Coin	
	# K20 The Executioner				
	KillerAddon_K20TheExecutioner_Addon_01	Killer Addon	Common	Black Strap	
	KillerAddon_K20TheExecutioner_Addon_02	Killer Addon	Common	Copper Ring	
	KillerAddon_K20TheExecutioner_Addon_03	Killer Addon	Common	Dead Butterfly	
	KillerAddon_K20TheExecutioner_Addon_04	Killer Addon	Common	Lead Ring	
	KillerAddon_K20TheExecutioner_Addon_05	Killer Addon	Uncommon	Cinderella Music Box	
	KillerAddon_K20TheExecutioner_Addon_06	Killer Addon	Uncommon	Forgotten Videotape	
	KillerAddon_K20TheExecutioner_Addon_07	Killer Addon	Uncommon	Leopard-Print Fabric	
	KillerAddon_K20TheExecutioner_Addon_08	Killer Addon	Uncommon	Spearhead	
	KillerAddon_K20TheExecutioner_Addon_09	Killer Addon	Uncommon	Wax Doll	
	KillerAddon_K20TheExecutioner_Addon_10	Killer Addon	Rare	Burning Man Painting	
	KillerAddon_K20TheExecutioner_Addon_11	Killer Addon	Rare	Mannequin Foot	
	KillerAddon_K20TheExecutioner_Addon_12	Killer Addon	Rare	Misty Day, Remains of Judgement	
	KillerAddon_K20TheExecutioner_Addon_13	Killer Addon	Rare	Tablet of the Oppressor	
	KillerAddon_K20TheExecutioner_Addon_14	Killer Addon	Rare	Valtiel Sect Photograph	
	KillerAddon_K20TheExecutioner_Addon_15	Killer Addon	Very Rare	Crimson Ceremony Book	
	KillerAddon_K20TheExecutioner_Addon_16	Killer Addon	Very Rare	Lost Memories Book	
	KillerAddon_K20TheExecutioner_Addon_17	Killer Addon	Very Rare	Rust-Colored Egg	
	KillerAddon_K20TheExecutioner_Addon_18	Killer Addon	Very Rare	Scarlet Egg	
	KillerAddon_K20TheExecutioner_Addon_19	Killer Addon	Ultra Rare	Iridescent Seal of Metatron	
	KillerAddon_K20TheExecutioner_Addon_20	Killer Addon	Ultra Rare	Obsidian Goblet	
	# K21 The Blight				
	KillerAddon_K21TheBlight_Addon_01	Killer Addon	Common	Chipped Monocle	
	KillerAddon_K21TheBlight_Addon_02	Killer Addon	Common	Compound Seven	
	KillerAddon_K21TheBlight_Addon_03	Killer Addon	Common	Foxglove	
	KillerAddon_K21TheBlight_Addon_04	Killer Addon	Common	Placebo Tablet	
	KillerAddon_K21TheBlight_Addon_05	Killer Addon	Uncommon	Blighted Rat	
	KillerAddon_K21TheBlight_Addon_06	Killer Addon	Uncommon	Canker Thorn	
	KillerAddon_K21TheBlight_Addon_07	Killer Addon	Uncommon	Plague Bile	
	KillerAddon_K21TheBlight_Addon_08	Killer Addon	Uncommon	Pustula Dust	
	KillerAddon_K21TheBlight_Addon_09	Killer Addon	Uncommon	Shredded Notes	
	KillerAddon_K21TheBlight_Addon_10	Killer Addon	Rare	Adrenaline Vial	
	KillerAddon_K21TheBlight_Addon_11	Killer Addon	Rare	Blighted Crow	
	KillerAddon_K21TheBlight_Addon_12	Killer Addon	Rare	Compound Twenty-One	
	KillerAddon_K21TheBlight_Addon_13	Killer Addon	Rare	Rose Tonic	
	KillerAddon_K21TheBlight_Addon_14	Killer Addon	Rare	Umbra Salts	
	KillerAddon_K21TheBlight_Addon_15	Killer Addon	Very Rare	Alchemist's Ring	
	KillerAddon_K21TheBlight_Addon_16	Killer Addon	Very Rare	Soul Chemical	
	KillerAddon_K21TheBlight_Addon_17	Killer Addon	Very Rare	Summoning Stone	
	KillerAddon_K21TheBlight_Addon_18	Killer Addon	Very Rare	Vigo's Journal	
	KillerAddon_K21TheBlight_Addon_19	Killer Addon	Ultra Rare	Compound Thirty-Three	
	KillerAddon_K21TheBlight_Addon_20	Killer Addon	Ultra Rare	Iridescent Blight Tag	
	# K22 The Twins				
	KillerAddon_K22TheTwins_Addon_01	Killer Addon	Common	Cat Figurine	
	KillerAddon_K22TheTwins_Addon_02	Killer Addon	Common	Soured Milk	
	KillerAddon_K22TheTwins_Addon_03	Killer Addon	Common	Tiny Fingernail	
	KillerAddon_K22TheTwins_Addon_04	Killer Addon	Common	Toy Sword	
	KillerAddon_K22TheTwins_Addon_05	Killer Addon	Uncommon	Baby Teeth	
	KillerAddon_K22TheTwins_Addon_06	Killer Addon	Uncommon	Bloody Black Hood	
	KillerAddon_K22TheTwins_Addon_07	Killer Addon	Uncommon	Cat's Eye	
	KillerAddon_K22TheTwins_Addon_08	Killer Addon	Uncommon	Ceremonial Candelabrum	
	KillerAddon_K22TheTwins_Addon_09	Killer Addon	Uncommon	Madeleine's Glove	
	KillerAddon_K22TheTwins_Addon_10	Killer Addon	Rare	Madeleine's Scarf	
	KillerAddon_K22TheTwins_Addon_11	Killer Addon	Rare	Rusted Needle	
	KillerAddon_K22TheTwins_Addon_12	Killer Addon	Rare	Sewer Sludge	
	KillerAddon_K22TheTwins_Addon_13	Killer Addon	Rare	Stale Biscuit	
	KillerAddon_K22TheTwins_Addon_14	Killer Addon	Rare	Weighty Rattle	
	KillerAddon_K22TheTwins_Addon_15	Killer Addon	Very Rare	Drop of Perfume	
	KillerAddon_K22TheTwins_Addon_16	Killer Addon	Very Rare	Forest Stew	
	KillerAddon_K22TheTwins_Addon_17	Killer Addon	Very Rare	Spinning Top	
	KillerAddon_K22TheTwins_Addon_18	Killer Addon	Very Rare	Victor's Soldier	
	KillerAddon_K22TheTwins_Addon_19	Killer Addon	Ultra Rare	Iridescent Pendant	
	KillerAddon_K22TheTwins_Addon_20	Killer Addon	Ultra Rare	Silencing Cloth	
	# K23 The Trickster				
	KillerAddon_K23TheTrickster_Addon_01	Killer Addon	Common	Inferno Wires	
	KillerAddon_K23TheTrickster_Addon_02	Killer Addon	Common	Killing Part Chords	
	KillerAddon_K23TheTrickster_Addon_03	Killer Addon	Common	Memento Blades	
	KillerAddon_K23TheTrickster_Addon_04	Killer Addon	Common	Trick Pouch	
	KillerAddon_K23TheTrickster_Addon_05	Killer Addon	Uncommon	Caged Heart Shoes	
	KillerAddon_K23TheTrickster_Addon_06	Killer Addon	Uncommon	Ji-Woon's Autograph	
	KillerAddon_K23TheTrickster_Addon_07	Killer Addon	Uncommon	Lucky Blade	
	KillerAddon_K23TheTrickster_Addon_08	Killer Addon	Uncommon	On Target Single	
	KillerAddon_K23TheTrickster_Addon_09	Killer Addon	Uncommon	Tequila Moonrock	
	KillerAddon_K23TheTrickster_Addon_10	Killer Addon	Rare	Bloody Boa	
	KillerAddon_K23TheTrickster_Addon_11	Killer Addon	Rare	Fizz-Spin Soda	
	KillerAddon_K23TheTrickster_Addon_12	Killer Addon	Rare	Melodious Murder	
	KillerAddon_K23TheTrickster_Addon_13	Killer Addon	Rare	Ripper Brace	
	KillerAddon_K23TheTrickster_Addon_14	Killer Addon	Rare	Waiting For You Watch	
	KillerAddon_K23TheTrickster_Addon_15	Killer Addon	Very Rare	Cut Thru U Single	
	KillerAddon_K23TheTrickster_Addon_16	Killer Addon	Very Rare	Diamond Cufflinks	
	KillerAddon_K23TheTrickster_Addon_17	Killer Addon	Very Rare	Edge of Revival Album	
	KillerAddon_K23TheTrickster_Addon_18	Killer Addon	Very Rare	Trick Blades	
	KillerAddon_K23TheTrickster_Addon_19	Killer Addon	Ultra Rare	Death Throes Compilation	
	KillerAddon_K23TheTrickster_Addon_20	Killer Addon	Ultra Rare	Iridescent Photocard	
	# K24 The Nemesis				
	KillerAddon_K24TheNemesis_Addon_01	Killer Addon	Common	Brian's Intestine	
	KillerAddon_K24TheNemesis_Addon_02	Killer Addon	Common	Damaged Syringe	
	KillerAddon_K24TheNemesis_Addon_03	Killer Addon	Common	S.T.A.R.S. Field Combat Manual	
	KillerAddon_K24TheNemesis_Addon_04	Killer Addon	Common	Visitor Wristband	
	KillerAddon_K24TheNemesis_Addon_05	Killer Addon	Uncommon	Admin Wristband	
	KillerAddon_K24TheNemesis_Addon_06	Killer Addon	Uncommon	Adrenaline Injector	
	KillerAddon_K24TheNemesis_Addon_07	Killer Addon	Uncommon	Marvin's Blood	
	KillerAddon_K24TheNemesis_Addon_08	Killer Addon	Uncommon	Mikhail's Eye	
	KillerAddon_K24TheNemesis_Addon_09	Killer Addon	Uncommon	Zombie Heart	
	KillerAddon_K24TheNemesis_Addon_10	Killer Addon	Rare	Licker Tongue	
	KillerAddon_K24TheNemesis_Addon_11	Killer Addon	Rare	Plant 43 Vines	
	KillerAddon_K24TheNemesis_Addon_12	Killer Addon	Rare	Serotonin Injector	
	KillerAddon_K24TheNemesis_Addon_13	Killer Addon	Rare	T-Virus Sample	
	KillerAddon_K24TheNemesis_Addon_14	Killer Addon	Rare	Tyrant Gore	
	KillerAddon_K24TheNemesis_Addon_15	Killer Addon	Very Rare	Broken Recovery Coin	
	KillerAddon_K24TheNemesis_Addon_16	Killer Addon	Very Rare	Depleted Ink Ribbon	
	KillerAddon_K24TheNemesis_Addon_17	Killer Addon	Very Rare	Jill's Sandwich	
	KillerAddon_K24TheNemesis_Addon_18	Killer Addon	Very Rare	Ne-α Parasite	
	KillerAddon_K24TheNemesis_Addon_19	Killer Addon	Ultra Rare	Iridescent Umbrella Badge	
	KillerAddon_K24TheNemesis_Addon_20	Killer Addon	Ultra Rare	Shattered S.T.A.R.S. Badge	
	# K25 The Cenobite				
	KillerAddon_K25TheCenobite_Addon_01	Killer Addon	Common	Bent Nail	
	KillerAddon_K25TheCenobite_Addon_02	Killer Addon	Common	Burning Candle	
	KillerAddon_K25TheCenobite_Addon_03	Killer Addon	Common	Leather Strip	
	KillerAddon_K25TheCenobite_Addon_04	Killer Addon	Common	Lively Crickets	
	KillerAddon_K25TheCenobite_Addon_05	Killer Addon	Uncommon	Flickering Television	
	KillerAddon_K25TheCenobite_Addon_06	Killer Addon	Uncommon	Liquified Gore	
	KillerAddon_K25TheCenobite_Addon_07	Killer Addon	Uncommon	Skewered Rat	
	KillerAddon_K25TheCenobite_Addon_08	Killer Addon	Uncommon	Spoiled Meal	
	KillerAddon_K25TheCenobite_Addon_09	Killer Addon	Uncommon	Wriggling Maggots	
	KillerAddon_K25TheCenobite_Addon_10	Killer Addon	Rare	Frank's Heart	
	KillerAddon_K25TheCenobite_Addon_11	Killer Addon	Rare	Larry's Blood	
	KillerAddon_K25TheCenobite_Addon_12	Killer Addon	Rare	Larry's Remains	
	KillerAddon_K25TheCenobite_Addon_13	Killer Addon	Rare	Slice of Frank	
	KillerAddon_K25TheCenobite_Addon_14	Killer Addon	Rare	Torture Pillar	
	KillerAddon_K25TheCenobite_Addon_15	Killer Addon	Very Rare	Chatterer's Tooth	
	KillerAddon_K25TheCenobite_Addon_16	Killer Addon	Very Rare	Greasy Black Lens	
	KillerAddon_K25TheCenobite_Addon_17	Killer Addon	Very Rare	Impaling Wire	
	KillerAddon_K25TheCenobite_Addon_18	Killer Addon	Very Rare	Original Pain	
	KillerAddon_K25TheCenobite_Addon_19	Killer Addon	Ultra Rare	Engineer's Fang	
	KillerAddon_K25TheCenobite_Addon_20	Killer Addon	Ultra Rare	Iridescent Lament Configuration	
	# K26 The Artist				
	KillerAddon_K26TheArtist_Addon_01	Killer Addon	Common	Choclo Corn	
	KillerAddon_K26TheArtist_Addon_02	Killer Addon	Common	Oil Paints	
	KillerAddon_K26TheArtist_Addon_03	Killer Addon	Common	Thick Tar	
	KillerAddon_K26TheArtist_Addon_04	Killer Addon	Common	Vibrant Obituary	
	KillerAddon_K26TheArtist_Addon_05	Killer Addon	Uncommon	Automatic Drawing	
	KillerAddon_K26TheArtist_Addon_06	Killer Addon	Uncommon	Festering Carrion	
	KillerAddon_K26TheArtist_Addon_07	Killer Addon	Uncommon	Still Life Crow	
	KillerAddon_K26TheArtist_Addon_08	Killer Addon	Uncommon	Untitled Agony	
	KillerAddon_K26TheArtist_Addon_09	Killer Addon	Uncommon	Velvet Fabric	
	KillerAddon_K26TheArtist_Addon_10	Killer Addon	Rare	Charcoal Stick	
	KillerAddon_K26TheArtist_Addon_11	Killer Addon	Rare	Darkest Ink	
	KillerAddon_K26TheArtist_Addon_12	Killer Addon	Rare	O Grief, O Lover	
	KillerAddon_K26TheArtist_Addon_13	Killer Addon	Rare	Silver Bell	
	KillerAddon_K26TheArtist_Addon_14	Killer Addon	Rare	Thorny Nest	
